Step,Body,X,Y,Z,Mass
507,2,-116020853796.55685,93612378339.7803,0,73476730900000000000000
508,0,812400.4082204299,3697121.6256826567,0,1989000000000000000000000000000
508,1,-117679543925.41959,91244498668.41034,0,5972000000000000000000000
508,2,-117732677051.23126,91596487679.23459,0,73476730900000000000000
509,0,817206.3794210156,3711165.1023237896,0,1989000000000000000000000000000
509,1,-119259607216.67912,89198419082.85324,0,5972000000000000000000000
509,2,-119405842705.95084,89530031625.80565,0,73476730900000000000000
510,0,821903.601023714,3725289.915087716,0,1989000000000000000000000000000
510,1,-120804001434.5715,87125833552.50931,0,5972000000000000000000000
510,2,-121034269788.2158,87416158574.81847,0,73476730900000000000000
511,0,826490.7045702756,3739494.1442364473,0,1989000000000000000000000000000
511,1,-122312329476.15883,85027327194.25735,0,5972000000000000000000000
511,2,-122613189921.57565,85259278641.64328,0,73476730900000000000000
512,0,830966.3561164173,3753775.847304709,0,1989000000000000000000000000000
512,1,-123784187698.81314,82903484791.4834,0,5972000000000000000000000
512,2,-124139300544.77197,83064444270.01636,0,73476730900000000000000
513,0,835329.256597736,3768133.0597401103,0,1989000000000000000000000000000
513,1,-125219167263.81108,80754897006.32764,0,5972000000000000000000000
513,2,-125610665613.01814,80836827987.31995,0,73476730900000000000000
514,0,839578.1421824164,3782563.795549244,0,1989000000000000000000000000000
514,1,-126616857186.53334,78582164535.72107,0,5972000000000000000000000
514,2,-127026477233.34679,78581367122.8639,0,73476730900000000000000
515,0,843711.7846109085,3797066.0479494478,0,1989000000000000000000000000000
515,1,-127976847834.04651,76385900234.56165,0,5972000000000000000000000
515,2,-128386780585.14008,76302573598.4571,0,73476730900000000000000
516,0,847728.9915227442,3811637.790025886,0,1989000000000000000000000000000
516,1,-129298734068.0906,74166729692.689,0,5972000000000000000000000
516,2,-129692227313.03627,74004469246.3322,0,73476730900000000000000
517,0,851628.6067706189,3826276.975393566,0,1989000000000000000000000000000
517,1,-130582117677.94371,71925290849.51385,0,5972000000000000000000000
517,2,-130943886292.0566,71690599210.48982,0,73476730900000000000000
518,0,855409.5107218117,3840981.5388638987,0,1989000000000000000000000000000
518,1,-131826609043.58742,69662233134.34247,0,5972000000000000000000000
518,2,-132143116609.17677,69364083775.15031,0,73476730900000000000000
519,0,859070.6205469784,3855749.3971154564,0,1989000000000000000000000000000
519,1,-133031828114.54926,67378216474.267494,0,5972000000000000000000000
519,2,-133291495823.09811,67027680843.692566,0,73476730900000000000000
520,0,862610.8904963257,3870578.449368567,0,1989000000000000000000000000000
520,1,-134197404835.35616,65073910388.45391,0,5972000000000000000000000
520,2,-134390792860.45258,64683841291.52568,0,73476730900000000000000
521,0,866029.3121631608,3885466.5780634396,0,1989000000000000000000000000000
521,1,-135322979146.68913,62749993310.06104,0,5972000000000000000000000
521,2,-135442975056.19717,62334745721.90568,0,73476730900000000000000
522,0,869324.9147348101,3900411.6495414944,0,1989000000000000000000000000000
522,1,-136408200678.92993,60407152242.27047,0,5972000000000000000000000
522,2,-136450239853.66312,59982313979.54866,0,73476730900000000000000
523,0,872496.7652308969,3915411.5147296046,0,1989000000000000000000000000000
523,1,-137452728255.8582,58046082851.3547,0,5972000000000000000000000
523,2,-137415061592.90782,57628179064.02723,0,73476730900000000000000
524,0,875543.968728967,3930464.0098269344,0,1989000000000000000000000000000
524,1,-138456229358.54965,55667490111.598045,0,5972000000000000000000000
524,2,-138340241191.3384,55273616119.66089,0,73476730900000000000000
525,0,878465.6685774403,3945566.95699407,0,1989000000000000000000000000000
525,1,-139418379778.27582,53272089620.383644,0,5972000000000000000000000
525,2,-139228940119.6802,52919416894.00047,0,73476730900000000000000
526,0,881261.0465958372,3960718.165044132,0,1989000000000000000000000000000
526,1,-140338863820.7783,50860609656.10804,0,5972000000000000000000000
526,2,-140084669219.17288,50565703767.55237,0,73476730900000000000000
527,0,883929.3232621831,3975915.430135567,0,1989000000000000000000000000000
527,1,-141217375594.50363,48433793891.076096,0,5972000000000000000000000
527,2,-140911189070.1564,48211690502.90236,0,73476730900000000000000
528,0,886469.757887424,3991156.536466348,0,1989000000000000000000000000000
528,1,-142053622036.62723,45992404317.51958,0,5972000000000000000000000
528,2,-141712268766.0157,45855425633.584274,0,73476730900000000000000
529,0,888881.6487766131,4006439.256969371,0,1989000000000000000000000000000
529,1,-142847328204.67172,43537223375.40819,0,5972000000000000000000000
529,2,-142491260187.30435,43493600696.819885,0,73476730900000000000000
530,0,891164.3333765857,4021761.354008934,0,1989000000000000000000000000000
530,1,-143598244709.61035,41069053674.894806,0,5972000000000000000000000
530,2,-143250497855.73315,41121553938.907005,0,73476730900000000000000
531,0,893317.1884099005,4037120.5800782987,0,1989000000000000000000000000000
531,1,-144306155883.9153,38588713622.94647,0,5972000000000000000000000
531,2,-143990638681.92163,38733606888.59623,0,73476730900000000000000
532,0,895339.6299950329,4052514.6784984013,0,1989000000000000000000000000000
532,1,-144970885890.57764,36097028362.79416,0,5972000000000000000000000
532,2,-144710168693.57654,36323781861.353264,0,73476730900000000000000
533,0,897231.1137531458,4067941.384117742,0,1989000000000000000000000000000
533,1,-145592299722.20276,33594817695.135777,0,5972000000000000000000000
533,2,-145405324721.8266,33886764747.121483,0,73476730900000000000000
534,0,898991.1349020759,4083398.4240132836,0,1989000000000000000000000000000
534,1,-146170297810.75864,31082884688.753204,0,5972000000000000000000000
534,2,-146070535051.24026,31418811736.925243,0,73476730900000000000000
535,0,900619.2283382649,4098883.518191935,0,1989000000000000000000000000000
535,1,-146704805907.8836,28562008701.268944,0,5972000000000000000000000
535,2,-146699244140.27942,28918297588.84242,0,73476730900000000000000
536,0,902114.9687071571,4114394.380292003,0,1989000000000000000000000000000
536,1,-147195763821.28223,26032944341.972687,0,5972000000000000000000000
536,2,-147284830003.76248,26385780938.64364,0,73476730900000000000000
537,0,903477.9704621965,4129928.71828398,0,1989000000000000000000000000000
537,1,-147643116283.87595,23496425290.41748,0,5972000000000000000000000
537,2,-147821347941.90332,23823674963.910572,0,73476730900000000000000
538,0,904707.8879122132,4145484.2351701716,0,1989000000000000000000000000000
538,1,-148046807482.83002,20953170564.50417,0,5972000000000000000000000
538,2,-148303976489.677,21235718991.45971,0,73476730900000000000000
539,0,905804.415256817,4161058.6296828543,0,1989000000000000000000000000000
539,1,-148406779091.72177,18403891022.10238,0,5972000000000000000000000
539,2,-148729178315.24442,18626431163.291016,0,73476730900000000000000
540,0,906767.286609439,4176649.596980811,0,1989000000000000000000000000000
540,1,-148722970799.20938,15849294776.310598,0,5972000000000000000000000
540,2,-149094657874.82843,16000649443.110281,0,73476730900000000000000
541,0,907596.2760077835,4192254.8293441697,0,1989000000000000000000000000000
541,1,-148995322220.01688,13290091059.02031,0,5972000000000000000000000
541,2,-149399206375.70508,13363198786.59732,0,73476730900000000000000
542,0,908291.1974116084,4207872.016867495,0,1989000000000000000000000000000
542,1,-149223775323.63065,10726992595.33525,0,5972000000000000000000000
542,2,-149642504317.89014,10718679392.83758,0,73476730900000000000000
543,0,908851.9046878807,4223498.848151064,0,1989000000000000000000000000000
543,1,-149408276832.13483,8160716780.450016,0,5972000000000000000000000
543,2,-149824926202.4025,8071352338.026771,0,73476730900000000000000
544,0,909278.2915834422,4239133.010990208,0,1989000000000000000000000000000
544,1,-149548780294.26935,5591985998.326387,0,5972000000000000000000000
544,2,-149947371217.23123,5425095013.789906,0,73476730900000000000000
545,0,909570.2916853704,4254772.193062601,0,1989000000000000000000000000000
545,1,-149645247712.92822,3021527385.839332,0,5972000000000000000000000
545,2,-150011129885.40988,2783401692.2795477,0,73476730900000000000000
546,0,909727.878369235,4270414.082613292,0,1989000000000000000000000000000
546,1,-149697650702.24603,450072284.6110134,0,5972000000000000000000000
546,2,-150017788619.3346,149409535.73968792,0,73476730900000000000000
547,0,909751.0647354559,4286056.369137334,0,1989000000000000000000000000000
547,1,-149705971200.13992,-2121644436.4091506,0,5972000000000000000000000
547,2,-149969170084.3902,-2474064822.9123363,0,73476730900000000000000
548,0,909639.9035339575,4301696.744059776,0,1989000000000000000000000000000
548,1,-149670201781.69528,-4692885049.533676,0,5972000000000000000000000
548,2,-149867305688.17734,-5084489346.383488,0,73476730900000000000000
549,0,909394.4870773087,4317332.901412859,0,1989000000000000000000000000000
549,1,-149590345622.724,-7262909516.4001255,0,5972000000000000000000000
549,2,-149714436191.1195,-7679590379.165885,0,73476730900000000000000
550,0,909014.9471425315,4332962.538510189,0,1989000000000000000000000000000
550,1,-149466416163.10876,-9830975810.212461,0,5972000000000000000000000
550,2,-149513036410.96603,-10257344706.449425,0,73476730900000000000000
551,0,908501.4548617622,4348583.356617719,0,1989000000000000000000000000000
551,1,-149298436528.1933,-12396339893.212337,0,5972000000000000000000000
551,2,-149265859290.91046,-12815999548.416842,0,73476730900000000000000
552,0,907854.2206019532,4364193.061621329,0,1989000000000000000000000000000
552,1,-149086438799.132,-14958255199.071949,0,5972000000000000000000000
552,2,-148975991947.2627,-15354132701.465288,0,73476730900000000000000
553,0,907073.4938338138,4379789.364690836,0,1989000000000000000000000000000
553,1,-148830463302.74948,-17515971430.969833,0,5972000000000000000000000
553,2,-148646909840.0892,-17870768201.966396,0,73476730900000000000000
554,0,906159.5629901981,4395369.982940207,0,1989000000000000000000000000000
554,1,-148530558249.01904,-20068732470.773766,0,5972000000000000000000000
554,2,-148282502404.6287,-20365564134.423515,0,73476730900000000000000
555,0,905112.7553141441,4410932.64008376,0,1989000000000000000000000000000
555,1,-148186780305.0411,-22615773279.51272,0,5972000000000000000000000
555,2,-147887022286.23764,-22839082316.29448,0,73476730900000000000000
556,0,903933.436696737,4426475.067088067,0,1989000000000000000000000000000
556,1,-147799197024.45734,-25156316002.015743,0,5972000000000000000000000
556,2,-147464883494.85992,-25293122549.94216,0,73476730900000000000000
557,0,902622.0115048839,4441995.002819248,0,1989000000000000000000000000000
557,1,-147367892232.88785,-27689566258.525402,0,5972000000000000000000000
557,2,-147020219028.4005,-27731041552.840225,0,73476730900000000000000
558,0,901178.9223989198,4457490.194685286,0,1989000000000000000000000000000
558,1,-146892974958.67535,-30214711811.95436,0,5972000000000000000000000
558,2,-146556150067.4158,-30157878666.81628,0,73476730900000000000000
559,0,899604.650139747,4472958.399273024,0,1989000000000000000000000000000
559,1,-146374590610.17572,-32730926714.729046,0,5972000000000000000000000
559,2,-146073872292.92938,-32580036056.641388,0,73476730900000000000000
560,0,897899.7133850419,4488397.382979662,0,1989000000000000000000000000000
560,1,-145812930110.95547,-35237382950.2232,0,5972000000000000000000000
560,2,-145571907884.42502,-35004349618.76719,0,73476730900000000000000
561,0,896064.6684741497,4503804.922638856,0,1989000000000000000000000000000
561,1,-145208231200.02954,-37733267390.323044,0,5972000000000000000000000
561,2,-145045994016.9775,-37436727662.26169,0,73476730900000000000000
562,0,894100.1092017154,4519178.806141757,0,1989000000000000000000000000000
562,1,-144560769285.2417,-40217797216.12109,0,5972000000000000000000000
562,2,-144489820147.26202,-39880914365.90949,0,73476730900000000000000
563,0,892006.6665806877,4534516.833053381,0,1989000000000000000000000000000
563,1,-143870841663.13602,-42690227006.19132,0,5972000000000000000000000
563,2,-143896304166.42352,-42337930346.30075,0,73476730900000000000000
564,0,889785.0085956531,4549816.815224415,0,1989000000000000000000000000000
564,1,-143138752394.28833,-45149846143.07384,0,5972000000000000000000000
564,2,-143258815017.114,-44806300013.66496,0,73476730900000000000000
565,0,887435.8399473364,4565076.577398247,0,1989000000000000000000000000000
565,1,-142364802816.13086,-47595970444.088715,0,5972000000000000000000000
565,2,-142571936870.42093,-47282748229.99678,0,73476730900000000000000
566,0,884959.9017887019,4580293.95781278,0,1989000000000000000000000000000
566,1,-141549288219.43082,-50027932890.54371,0,5972000000000000000000000
566,2,-141831732109.4677,-49762970106.12526,0,73476730900000000000000
567,0,882357.9714527235,4595466.808796557,0,1989000000000000000000000000000
567,1,-140692498630.0538,-52445076299.37861,0,5972000000000000000000000
567,2,-141035670420.48053,-52242242768.75457,0,73476730900000000000000
568,0,879630.8621716928,4610592.9973588465,0,1989000000000000000000000000000
568,1,-139794721414.1042,-54846748605.880066,0,5972000000000000000000000
568,2,-140182409455.39468,-54715824742.654106,0,73476730900000000000000
569,0,876779.4227878985,4625670.405773418,0,1989000000000000000000000000000
569,1,-138856244221.22183,-57232300305.0931,0,5972000000000000000000000
569,2,-139271547776.4132,-57179179708.97143,0,73476730900000000000000
570,0,873804.5374555583,4640696.932155866,0,1989000000000000000000000000000
570,1,-137877357575.07013,-59601083339.50901,0,5972000000000000000000000
570,2,-138303406239.14926,-59628082539.048294,0,73476730900000000000000
571,0,870707.1253339589,4655670.491034369,0,1989000000000000000000000000000
571,1,-136858356904.37222,-61952450839.166145,0,5972000000000000000000000
571,2,-137278854608.5683,-62058655868.737366,0,73476730900000000000000
572,0,867488.1402718271,4670589.013913822,0,1989000000000000000000000000000
572,1,-135799544028.59372,-64285757316.06013,0,5972000000000000000000000
572,2,-136199182262.5195,-64467369568.19277,0,73476730900000000000000
573,0,864148.5704830138,4685450.449833289,0,1989000000000000000000000000000
573,1,-134701228183.13315,-66600359073.81068,0,5972000000000000000000000
573,2,-135066006087.70433,-66851022535.2781,0,73476730900000000000000
574,0,860689.4382136051,4700252.76591672,0,1989000000000000000000000000000
574,1,-133563726672.49155,-68895614695.86554,0,5972000000000000000000000
574,2,-133881208380.51373,-69206717923.48975,0,73476730900000000000000
575,0,857111.7994006062,4714993.947916898,0,1989000000000000000000000000000
575,1,-132387365220.68726,-71170885531.8597,0,5972000000000000000000000
575,2,-132646899126.83937,-71531838336.34225,0,73476730900000000000000
576,0,853416.7433223539,4729672.000752552,0,1989000000000000000000000000000
576,1,-131172478065.95145,-73425536126.73276,0,5972000000000000000000000
576,2,-131365398842.21533,-73824025489.47366,0,73476730900000000000000
577,0,849605.3922408281,4744284.949038608,0,1989000000000000000000000000000
577,1,-129919407829.23123,-75658934541.45052,0,5972000000000000000000000
577,2,-130039239576.98843,-76081168496.88036,0,73476730900000000000000
578,0,845678.9010360361,4758830.837609515,0,1989000000000000000000000000000
578,1,-128628505176.6796,-77870452503.34494,0,5972000000000000000000000
578,2,-128671182451.12373,-78301405818.13608,0,73476730900000000000000
579,0,841638.4568326507,4773307.732035627,0,1989000000000000000000000000000
579,1,-127300128298.95776,-80059465300.07239,0,5972000000000000000000000
579,2,-127264249868.35083,-80483147855.4509,0,73476730900000000000000
580,0,837485.2786190915,4787713.7191325985,0,1989000000000000000000000000000
580,1,-125934642252.71393,-82225351294.22911,0,5972000000000000000000000
580,2,-125821768727.68546,-82625130193.7083,0,73476730900000000000000
581,0,833220.616859252,4802046.907463778,0,1989000000000000000000000000000
581,1,-124532418267.93404,-84367490888.50578,0,5972000000000000000000000
581,2,-124347416209.70493,-84726511309.77194,0,73476730900000000000000
582,0,828845.7530970954,4816305.427835597,0,1989000000000000000000000000000
582,1,-123093833246.68068,-86485264728.71446,0,5972000000000000000000000
582,2,-122845249814.26923,-86787032035.92451,0,73476730900000000000000
583,0,824361.9995543773,4830487.433785957,0,1989000000000000000000000000000
583,1,-121619269901.76605,-88578050941.77753,0,5972000000000000000000000
583,2,-121319685199.95807,-88807253269.57416,0,73476730900000000000000
584,0,819770.6987217898,4844591.102065618,0,1989000000000000000000000000000
584,1,-120109118329.41379,-90645221384.89517,0,5972000000000000000000000
584,2,-119775357294.52596,-90788873862.2645,0,73476730900000000000000
585,0,815073.2229438635,4858614.633112532,0,1989000000000000000000000000000
585,1,-118563780187.56812,-92686137448.17921,0,5972000000000000000000000
585,2,-118216769456.03325,-92735084611.1258,0,73476730900000000000000
586,0,810270.973997961,4872556.251519009,0,1989000000000000000000000000000
586,1,-116983676652.29152,-94700147135.37402,0,5972000000000000000000000
586,2,-116647635400.72195,-94650818176.2666,0,73476730900000000000000
587,0,805365.3826676036,4886414.206491374,0,1989000000000000000000000000000
587,1,-115369260056.42303,-96686586713.54141,0,5972000000000000000000000
587,2,-115069921692.79842,-96542627441.6702,0,73476730900000000000000
588,0,800357.9083101235,4900186.772301637,0,1989000000000000000000000000000
588,1,-113721025829.73993,-98644790594.2082,0,5972000000000000000000000
588,2,-113482865575.1941,-98417894627.20972,0,73476730900000000000000
589,0,795250.038418271,4913872.248730541,0,1989000000000000000000000000000
589,1,-112039517670.3149,-100574109626.57953,0,5972000000000000000000000
589,2,-111882542787.7204,-100283356456.82112,0,73476730900000000000000
590,0,790043.2881751506,4927468.961501681,0,1989000000000000000000000000000
590,1,-110325319857.11586,-102473930977.30353,0,5972000000000000000000000
590,2,-110262480331.43341,-102143500133.4406,0,73476730900000000000000
591,0,784739.200002025,4940975.2627068255,0,1989000000000000000000000000000
591,1,-108579038680.38431,-104343689247.07452,0,5972000000000000000000000
591,2,-108615153518.93733,-103999671323.64954,0,73476730900000000000000
592,0,779339.3430990897,4954389.531223118,0,1989000000000000000000000000000
592,1,-106801282681.22505,-106182864237.02483,0,5972000000000000000000000
592,2,-106933579618.65689,-105850266993.12724,0,73476730900000000000000
593,0,773845.3129798681,4967710.173122832,0,1989000000000000000000000000000
593,1,-104992650228.16927,-107990969855.11249,0,5972000000000000000000000
593,2,-105212314996.05643,-107691648158.86522,0,73476730900000000000000
594,0,768258.7310000276,4980935.62207601,0,1989000000000000000000000000000
594,1,-103153725981.73717,-109767541693.53806,0,5972000000000000000000000
594,2,-103447729710.04678,-109519160464.29358,0,73476730900000000000000
595,0,762581.2438812224,4994064.339745955,0,1989000000000000000000000000000
595,1,-101285083039.69182,-111512127804.94281,0,5972000000000000000000000
595,2,-101637820262.79915,-111327894571.94489,0,73476730900000000000000
596,0,756814.5232302838,5007094.81617729,0,1989000000000000000000000000000
596,1,-99387287124.74457,-113224283470.98824,0,5972000000000000000000000
596,2,-99781856218.378,-113113121864.77173,0,73476730900000000000000
597,0,750960.2650538711,5020025.570176305,0,1989000000000000000000000000000
597,1,-97460900655.39706,-114903568957.33026,0,5972000000000000000000000
597,2,-97880036196.85579,-114870487211.78448,0,73476730900000000000000
598,0,745020.1892686002,5032855.149683305,0,1989000000000000000000000000000
598,1,-95506485898.91539,-116549549008.63606,0,5972000000000000000000000
598,2,-95933218347.95259,-116596060091.24431,0,73476730900000000000000
599,0,738996.0392066422,5045582.132136775,0,1989000000000000000000000000000
599,1,-93524607128.15942,-118161793175.90178,0,5972000000000000000000000
599,2,-93942731666.1373,-118286317845.0788,0,73476730900000000000000
600,0,732889.5811167974,5058205.124829236,0,1989000000000000000000000000000
600,1,-91515831964.42014,-119739876445.00674,0,5972000000000000000000000
600,2,-91910253342.44273,-119938104224.42834,0,73476730900000000000000
601,0,726702.6036610719,5070722.765254686,0,1989000000000000000000000000000
601,1,-89480732127.48363,-121283379895.97015,0,5972000000000000000000000
601,2,-89837734173.61183,-121548585212.14334,0,73476730900000000000000
602,0,720436.9174068049,5083133.721447564,0,1989000000000000000000000000000
602,1,-87419883776.01912,-122791891270.64922,0,5972000000000000000000000
602,2,-87727357148.23676,-123115212057.54247,0,73476730900000000000000
603,0,714094.3543144133,5095436.6923132045,0,1989000000000000000000000000000
603,1,-85333867569.24268,-124265005400.16176,0,5972000000000000000000000
603,2,-85581518568.23102,-124635695481.75813,0,73476730900000000000000
604,0,707676.7672208297,5107630.407949727,0,1989000000000000000000000000000
604,1,-83223268536.2121,-125702324473.23602,0,5972000000000000000000000
604,2,-83402824688.98123,-126107992580.53256,0,73476730900000000000000
605,0,701186.0293187199,5119713.629961347,0,1989000000000000000000000000000
605,1,-81088675807.14127,-127103458131.82057,0,5972000000000000000000000
605,2,-81194099459.95154,-127530307534.59633,0,73476730900000000000000
606,0,694624.0336315689,5131685.151763097,0,1989000000000000000000000000000
606,1,-78930682242.31773,-128468023370.29596,0,5972000000000000000000000
606,2,-78958400476.00023,-128901108050.09467,0,73476730900000000000000
607,0,687992.692484729,5143543.798876938,0,1989000000000000000000000000000
607,1,-76749883989.71461,-129795644193.87418,0,5972000000000000000000000
607,2,-76699040614.92104,-130219161138.76419,0,73476730900000000000000
608,0,681293.9369725242,5155288.42921928,0,1989000000000000000000000000000
608,1,-74546880016.57863,-131085950962.55557,0,5972000000000000000000000
608,2,-74419611683.39816,-131483594222.59776,0,73476730900000000000000
609,0,674529.7164215102,5166917.933379946,0,1989000000000000000000000000000
609,1,-72322271702.81569,-132338579313.22003,0,5972000000000000000000000
609,2,-72124002936.13324,-132693990294.86887,0,73476730900000000000000
610,0,667701.9978499961,5178431.234892621,0,1989000000000000000000000000000
610,1,-70076662671.53726,-133553168525.79552,0,5972000000000000000000000
610,2,-69816400217.9671,-133850528034.85841,0,73476730900000000000000
611,0,660812.7654239492,5189827.290496893,0,1989000000000000000000000000000
611,1,-67810659186.745,-134729359211.89319,0,5972000000000000000000000
611,2,-67501238912.55588,-134954176763.05945,0,73476730900000000000000
612,0,653864.0199094357,5201105.090392027,0,1989000000000000000000000000000
612,1,-65524871682.42133,-135866790329.07178,0,5972000000000000000000000
612,2,-65183064839.48207,-136006945983.61017,0,73476730900000000000000
613,0,646857.7781217978,5212263.658482646,0,1989000000000000000000000000000
613,1,-63219918252.60297,-136965095896.71564,0,5972000000000000000000000
613,2,-62866235679.40516,-137012158959.95071,0,73476730900000000000000
614,0,639796.0723718496,5223302.052616541,0,1989000000000000000000000000000
614,1,-60896430999.39684,-138023902575.8519,0,5972000000000000000000000
614,2,-60554390032.22648,-137974655858.48544,0,73476730900000000000000
615,0,632680.9499094527,5234219.364814759,0,1989000000000000000000000000000
615,1,-58555065453.64942,-139042830437.378,0,5972000000000000000000000
615,2,-58249666667.027985,-138900737537.3549,0,73476730900000000000000
616,0,625514.4723648939,5245014.721493921,0,1989000000000000000000000000000
616,1,-56196511161.56061,-140021499975.54132,0,5972000000000000000000000
616,2,-55951828947.45321,-139797601527.11765,0,73476730900000000000000
617,0,618298.7151884008,5255687.283680415,0,1989000000000000000000000000000
617,1,-53821498346.2968,-140959546819.68472,0,5972000000000000000000000
617,2,-53657708220.73353,-140672152095.8792,0,73476730900000000000000
618,0,611035.7670878674,5266236.247215711,0,1989000000000000000000000000000
618,1,-51430794416.56432,-141856640470.05963,0,5972000000000000000000000
618,2,-51361472371.2063,-141529483008.423,0,73476730900000000000000
619,0,603727.729464474,5276660.842952011,0,1989000000000000000000000000000
619,1,-49025188843.34215,-142712498236.6479,0,5972000000000000000000000
619,2,-49055839723.00007,-142371749910.70898,0,73476730900000000000000
620,0,596376.7158456726,5286960.336937849,0,1989000000000000000000000000000
620,1,-46605473096.023186,-143526887148.47852,0,5972000000000000000000000
620,2,-46733694429.962746,-143198020169.67612,0,73476730900000000000000
621,0,588984.8513151575,5297134.030593928,0,1989000000000000000000000000000
621,1,-44172425214.95384,-144299614787.60223,0,5972000000000000000000000
621,2,-44389324949.46703,-144005022624.12454,0,73476730900000000000000
622,0,581554.271939836,5307181.260879885,0,1989000000000000000000000000000
622,1,-41726803526.82751,-145030516060.52856,0,5972000000000000000000000
622,2,-42018919327.29861,-144788227282.75046,0,73476730900000000000000
623,0,574087.1241941336,5317101.400452657,0,1989000000000000000000000000000
623,1,-39269347711.66264,-145719442110.2678,0,5972000000000000000000000
623,2,-39620462892.46584,-145542750811.60535,0,73476730900000000000000
624,0,566585.5643820689,5326893.857816782,0,1989000000000000000000000000000
624,1,-36800783214.27885,-146366253575.62036,0,5972000000000000000000000
624,2,-37193364059.46075,-146263908470.63007,0,73476730900000000000000
625,0,559051.7580574789,5336558.077466751,0,1989000000000000000000000000000
625,1,-34321826017.589073,-146970817587.0779,0,5972000000000000000000000
625,2,-34738050672.9189,-146947462132.27866,0,73476730900000000000000
626,0,551487.8794426613,5346093.540021285,0,1989000000000000000000000000000
626,1,-31833186450.06878,-147533007077.30795,0,5972000000000000000000000
626,2,-32255644809.09186,-147589679958.58603,0,73476730900000000000000
627,0,543896.1108456154,5355499.762349412,0,1989000000000000000000000000000
627,1,-29335571765.328278,-148052701219.25174,0,5972000000000000000000000
627,2,-29747737339.654537,-148187304206.49637,0,73476730900000000000000
628,0,536278.6420760031,5364776.297688174,0,1989000000000000000000000000000
628,1,-26829687673.45243,-148529786258.62613,0,5972000000000000000000000
628,2,-27216247658.52871,-148737486750.6375,0,73476730900000000000000
629,0,528637.669859924,5373922.735751847,0,1989000000000000000000000000000
629,1,-24316239101.7027,-148964156358.70978,0,5972000000000000000000000
629,2,-24663346012.057194,-149237723377.70627,0,73476730900000000000000
630,0,520975.3972535877,5382938.702832548,0,1989000000000000000000000000000
630,1,-21795930429.022354,-149355714282.17834,0,5972000000000000000000000
630,2,-22091418567.258003,-149685801092.17938,0,73476730900000000000000
631,0,513294.0330559642,5391823.861892158,0,1989000000000000000000000000000
631,1,-19269465377.49927,-149704371838.3461,0,5972000000000000000000000
631,2,-19503060334.00782,-150079764253.90173,0,73476730900000000000000
632,0,505595.7912204925,5400577.912645468,0,1989000000000000000000000000000
632,1,-16737546691.706293,-150010050068.21863,0,5972000000000000000000000
632,2,-16901085302.513802,-150417901788.30307,0,73476730900000000000000
633,0,497882.89026592945,5409200.591634488,0,1989000000000000000000000000000
633,1,-14200875702.474781,-150272679153.20578,0,5972000000000000000000000
633,2,-14288545950.475754,-150698756617.50085,0,73476730900000000000000
634,0,490157.5526864183,5417691.67229385,0,1989000000000000000000000000000
634,1,-11660151854.873528,-150492198032.3122,0,5972000000000000000000000
634,2,-11668755638.423832,-150921158544.4414,0,73476730900000000000000
635,0,482422.0043608518,5426050.9650072325,0,1989000000000000000000000000000
635,1,-9116072279.62238,-150668553705.68356,0,5972000000000000000000000
635,2,-9045307455.70171,-151084282386.29776,0,73476730900000000000000
636,0,474678.4739615968,5434278.317154745,0,1989000000000000000000000000000
636,1,-6569331503.489712,-150801700195.1327,0,5972000000000000000000000
636,2,-6422081752.911397,-151187733743.03583,0,73476730900000000000000
637,0,466929.1923626345,5442373.613151233,0,1989000000000000000000000000000
637,1,-4020621430.830946,-150891597131.4921,0,5972000000000000000000000
637,2,-3803231620.8923407,-151231664850.55508,0,73476730900000000000000
638,0,459176.3920471552,5450336.774475461,0,1989000000000000000000000000000
638,1,-1470631790.5107965,-150938207957.27216,0,5972000000000000000000000
638,2,-1193130529.739676,-151216921454.02213,0,73476730900000000000000
639,0,451422.3065146294,5458167.759690191,0,1989000000000000000000000000000
639,1,1079948668.1214404,-150941497796.6985,0,5972000000000000000000000
639,2,1403740927.4531298,-151145216469.28488,0,73476730900000000000000
640,0,443669.169687365,5465866.564453228,0,1989000000000000000000000000000
640,1,3630429845.5313106,-150901431197.95178,0,5972000000000000000000000
640,2,3983000451.0567193,-151019313786.87827,0,73476730900000000000000
641,0,435919.2153165582,5473433.221519603,0,1989000000000000000000000000000
641,1,6180116395.290836,-150817970252.19205,0,5972000000000000000000000
641,2,6540696827.432903,-150843181211.8933,0,73476730900000000000000
642,0,428174.67638787354,5480867.800735148,0,1989000000000000000000000000000
642,1,8728301987.654884,-150691074067.4181,0,5972000000000000000000000
642,2,9073792261.53713,-150622033053.48145,0,73476730900000000000000
643,0,420437.7845266601,5488170.409021826,0,1989000000000000000000000000000
643,1,11274262090.0365,-150520701088.7508,0,5972000000000000000000000
643,2,11580765262.026192,-150362141141.13684,0,73476730900000000000000
644,0,412710.7694030338,5495341.190355195,0,1989000000000000000000000000000
644,1,13817246907.98935,-150306815819.37704,0,5972000000000000000000000
644,2,14062200484.375078,-150070287953.35028,0,73476730900000000000000
645,0,404995.8581372099,5502380.325734195,0,1989000000000000000000000000000
645,1,16356477676.688656,-150049400284.78308,0,5972000000000000000000000
645,2,16521106247.306986,-149752834016.5807,0,73476730900000000000000
646,0,397295.27470557205,5509288.033143172,0,1989000000000000000000000000000
646,1,18891149824.795082,-149748467780.07587,0,5972000000000000000000000
646,2,18962673459.65629,-149414599530.07788,0,73476730900000000000000
