Step,Body,X,Y,Z,Mass
216,0,831268.8460227146,1949281.970806913,0,1989000000000000000000000000000
216,1,-123888428066.96474,-85322683584.73619,0,5972000000000000000000000
216,2,-123855250686.82068,-85758968925.16055,0,73476730900000000000000
217,0,826844.9324322626,1963506.3976390674,0,1989000000000000000000000000000
217,1,-122433850249.18422,-87428760274.1355,0,5972000000000000000000000
217,2,-122325168955.54587,-87847298921.2176,0,73476730900000000000000
218,0,822312.7273677102,1977653.4881052903,0,1989000000000000000000000000000
218,1,-120943592924.62082,-89509582828.81168,0,5972000000000000000000000
218,2,-120763597969.78319,-89894740608.36029,0,73476730900000000000000
219,0,817673.5868097023,1991721.4295220699,0,1989000000000000000000000000000
219,1,-119418066036.20177,-91564549164.88626,0,5972000000000000000000000
219,2,-119173924738.42865,-91901160848.06654,0,73476730900000000000000
220,0,812928.8964060444,2005708.4331022827,0,1989000000000000000000000000000
220,1,-117857687317.65672,-93593058941.25963,0,5972000000000000000000000
220,2,-117559706137.9001,-93866931723.56082,0,73476730900000000000000
221,0,808080.0710465173,2019612.7344179074,0,1989000000000000000000000000000
221,1,-116262882453.91609,-95594511771.11345,0,5972000000000000000000000
221,2,-115924644365.70882,-95793088429.84418,0,73476730900000000000000
222,0,803128.5544315875,2033432.5938554448,0,1989000000000000000000000000000
222,1,-114634086209.43533,-97568304782.01187,0,5972000000000000000000000
222,2,-114272483558.20467,-97681539910.54156,0,73476730900000000000000
223,0,798075.8186352736,2047166.2970639896,0,1989000000000000000000000000000
223,1,-112971745243.21147,-99513829834.68694,0,5972000000000000000000000
223,2,-112606769160.18741,-99535307037.0855,0,73476730900000000000000
224,0,792923.3636624349,2060812.1553958296,0,1989000000000000000000000000000
224,1,-111276323409.90573,-101430471355.43593,0,5972000000000000000000000
224,2,-110930405079.12785,-101358710712.83281,0,73476730900000000000000
225,0,787672.7170006802,2074368.5063393342,0,1989000000000000000000000000000
225,1,-109548309848.21506,-103317606721.52663,0,5972000000000000000000000
225,2,-109244984153.39296,-103157352266.51486,0,73476730900000000000000
226,0,782325.433166953,2087833.7139437443,0,1989000000000000000000000000000
226,1,-107788228487.28427,-105174611885.76633,0,5972000000000000000000000
226,2,-107550003221.61966,-104937667800.67549,0,73476730900000000000000
227,0,776883.0932485968,2101206.1692353766,0,1989000000000000000000000000000
227,1,-105996644869.89398,-107000873928.13039,0,5972000000000000000000000
227,2,-105842296128.24553,-106705919294.10873,0,73476730900000000000000
228,0,771347.3044384635,2114484.290624848,0,1989000000000000000000000000000
228,1,-104174164646.45322,-108795808190.18567,0,5972000000000000000000000
228,2,-104116143543.42976,-108466812983.42116,0,73476730900000000000000
229,0,765719.6995636133,2127666.5243052994,0,1989000000000000000000000000000
229,1,-102321421220.00179,-110558872716.67798,0,5972000000000000000000000
229,2,-102364264387.50356,-110222336367.67693,0,73476730900000000000000
230,0,760001.9366074904,2140751.344642077,0,1989000000000000000000000000000
230,1,-100439057103.98592,-112289572607.03355,0,5972000000000000000000000
230,2,-100579318088.51761,-111971415078.19977,0,73476730900000000000000
231,0,754195.6982260002,2153737.2545546,0,1989000000000000000000000000000
231,1,-98527707671.78969,-113987453273.72385,0,5972000000000000000000000
231,2,-98755212278.87411,-113710471158.35782,0,73476730900000000000000
232,0,748302.6912582433,2166622.7858909443,0,1989000000000000000000000000000
232,1,-96587992902.49629,-115652088073.21559,0,5972000000000000000000000
232,2,-96887760434.35794,-115434438528.18028,0,73476730900000000000000
233,0,742324.6462326318,2179406.499795285,0,1989000000000000000000000000000
233,1,-94620516823.6909,-117283066589.88123,0,5972000000000000000000000
233,2,-94974713792.32977,-117137725184.53334,0,73476730900000000000000
234,0,736263.3168688329,2192086.9870679686,0,1989000000000000000000000000000
234,1,-92625871245.60046,-118879986670.67453,0,5972000000000000000000000
234,2,-93015444368.16736,-118814870349.38335,0,73476730900000000000000
235,0,730120.4795757165,2204662.8685178654,0,1989000000000000000000000000000
235,1,-90604640638.79018,-120442450295.6791,0,5972000000000000000000000
235,2,-91010534918.15608,-120460889639.09172,0,73476730900000000000000
236,0,723897.9329453155,2217132.7953066556,0,1989000000000000000000000000000
236,1,-88557406460.11363,-121970062119.01967,0,5972000000000000000000000
236,2,-88961413638.9822,-122071402975.11879,0,73476730900000000000000
237,0,717597.4972427508,2229495.4492847878,0,1989000000000000000000000000000
237,1,-86484750393.94154,-123462429486.69495,0,5972000000000000000000000
237,2,-86870076921.36934,-123642642228.9929,0,73476730900000000000000
238,0,711221.0138920806,2241749.543318944,0,1989000000000000000000000000000
238,1,-84387256553.16248,-124919163113.17787,0,5972000000000000000000000
238,2,-84738896540.41899,-125171405094.36903,0,73476730900000000000000
239,0,704770.3449580603,2253893.8216109094,0,1989000000000000000000000000000
239,1,-82265512868.33948,-126339877958.11761,0,5972000000000000000000000
239,2,-82570492719.8913,-126654992462.66888,0,73476730900000000000000
240,0,698247.3726238392,2265927.060007793,0,1989000000000000000000000000000
240,1,-80120111897.45541,-127724194080.86615,0,5972000000000000000000000
240,2,-80367654179.53299,-128091147366.98782,0,73476730900000000000000
241,0,691653.9986646464,2277848.0663035796,0,1989000000000000000000000000000
241,1,-77951651236.10559,-129071737379.07413,0,5972000000000000000000000
241,2,-78133290548.45692,-129478003113.85521,0,73476730900000000000000
242,0,684992.1439175418,2289655.680532008,0,1989000000000000000000000000000
242,1,-75760733651.45032,-130382140176.57552,0,5972000000000000000000000
242,2,-75870407124.09866,-130814043429.63283,0,73476730900000000000000
243,0,678263.7477473252,2301348.7752507827,0,1989000000000000000000000000000
243,1,-73547967019.67986,-131655041645.36336,0,5972000000000000000000000
243,2,-73582095497.16513,-132098075856.97426,0,73476730900000000000000
244,0,671470.7675087053,2312926.2558171367,0,1989000000000000000000000000000
244,1,-71313964119.19182,-132890088044.85266,0,5972000000000000000000000
244,2,-71271535802.6731,-133329219767.54712,0,73476730900000000000000
245,0,664615.1780048375,2324387.060654763,0,1989000000000000000000000000000
245,1,-69059342319.61667,-134086932748.34827,0,5972000000000000000000000
245,2,-68942007337.89618,-134506911436.62408,0,73476730900000000000000
246,0,657698.9709423449,2335730.161512151,0,1989000000000000000000000000000
246,1,-66784723210.793365,-135245236006.29651,0,5972000000000000000000000
246,2,-66596903965.78897,-135630930278.43175,0,73476730900000000000000
247,0,650724.154382937,2346954.5637123594,0,1989000000000000000000000000000
247,1,-64490732239.82386,-136364664371.60152,0,5972000000000000000000000
247,2,-64239748769.70408,-136701452316.33238,0,73476730900000000000000
248,0,643692.7521917479,2358059.3063942892,0,1989000000000000000000000000000
248,1,-62177998477.75118,-137444889689.7901,0,5972000000000000000000000
248,2,-61874198083.81974,-137719138790.78796,0,73476730900000000000000
249,0,636606.8034825218,2369043.462745526,0,1989000000000000000000000000000
249,1,-59847154735.614876,-138485587551.80252,0,5972000000000000000000000
249,2,-59504017041.74631,-138685268215.57935,0,73476730900000000000000
250,0,629468.3620597917,2379906.1402268605,0,1989000000000000000000000000000
250,1,-57498838409.83469,-139486435158.81802,0,5972000000000000000000000
250,2,-57132995765.80073,-139601915997.01407,0,73476730900000000000000
251,0,622279.4958582263,2390646.4807886197,0,1989000000000000000000000000000
251,1,-55133693656.4859,-140447108740.12247,0,5972000000000000000000000
251,2,-54764757470.72255,-140472170159.03012,0,73476730900000000000000
252,0,615042.2863793682,2401263.6610789574,0,1989000000000000000000000000000
252,1,-52752375686.200195,-141367281136.1976,0,5972000000000000000000000
252,2,-52402394137.77984,-141300333421.93057,0,73476730900000000000000
253,0,607758.8281260508,2411756.89264424,0,1989000000000000000000000000000
253,1,-50355557834.64474,-142246621037.42404,0,5972000000000000000000000
253,2,-50047876534.17851,-142091990503.00772,0,73476730900000000000000
254,0,600431.2280348428,2422125.4221215383,0,1989000000000000000000000000000
254,1,-47943940978.21102,-143084796454.95892,0,5972000000000000000000000
254,2,-47701273566.42718,-142853731223.2375,0,73476730900000000000000
255,0,593061.6049068614,2432368.531422993,0,1989000000000000000000000000000
255,1,-45518262286.20808,-143881485152.9652,0,5972000000000000000000000
255,2,-45360025516.78989,-143592307593.24448,0,73476730900000000000000
256,0,585652.0888371492,2442485.537911487,0,1989000000000000000000000000000
256,1,-43079297313.90095,-144636391917.59467,0,5972000000000000000000000
256,2,-43018758479.83299,-144313234990.07336,0,73476730900000000000000
257,0,578204.820642485,2452475.7945668194,0,1989000000000000000000000000000
257,1,-40627850066.08709,-145349266477.33484,0,5972000000000000000000000
257,2,-40670076480.39302,-145019340135.76376,0,73476730900000000000000
258,0,570721.9512871744,2462338.6901417994,0,1989000000000000000000000000000
258,1,-38164732838.8237,-146019912168.81158,0,5972000000000000000000000
258,2,-38306184342.452675,-145710060988.50674,0,73476730900000000000000
259,0,563205.6413063126,2472073.6493082973,0,1989000000000000000000000000000
259,1,-35690745679.07259,-146648180525.4958,0,5972000000000000000000000
259,2,-35920541544.34124,-146381890512.3624,0,73476730900000000000000
260,0,555658.060226347,2481680.1327939555,0,1989000000000000000000000000000
260,1,-33206664770.373055,-147233956700.7269,0,5972000000000000000000000
260,2,-33508790516.12552,-147029565157.1055,0,73476730900000000000000
261,0,548081.385983183,2491157.6375103863,0,1989000000000000000000000000000
261,1,-30713241282.483345,-147777144521.7258,0,5972000000000000000000000
261,2,-31068834386.07275,-147647283100.02155,0,73476730900000000000000
262,0,540477.8043383156,2500505.696673409,0,1989000000000000000000000000000
262,1,-28211206402.064728,-148277656413.86862,0,5972000000000000000000000
262,2,-28600412294.346695,-148229526429.8419,0,73476730900000000000000
263,0,532849.5082934432,2509723.8799154684,0,1989000000000000000000000000000
263,1,-25701277870.93075,-148735408658.99582,0,5972000000000000000000000
263,2,-26104552134.635983,-148771449582.34793,0,73476730900000000000000
264,0,525198.6975038976,2518811.7933901134,0,1989000000000000000000000000000
264,1,-23184165502.28402,-149150320251.04163,0,5972000000000000000000000
264,2,-23583106330.24759,-149268975180.07297,0,73476730900000000000000
265,0,517527.5776910893,2527769.0798683134,0,1989000000000000000000000000000
265,1,-20660574997.452686,-149522313542.40146,0,5972000000000000000000000
265,2,-21038425714.59236,-149718744104.4994,0,73476730900000000000000
266,0,509838.3600540887,2536595.418826393,0,1989000000000000000000000000000
266,1,-18131210261.27167,-149851315508.0461,0,5972000000000000000000000
266,2,-18473155414.56141,-150118015132.46487,0,73476730900000000000000
267,0,502133.2606804189,2545290.526525402,0,1989000000000000000000000000000
267,1,-15596774640.04252,-150137259032.23,0,5972000000000000000000000
267,2,-15890118282.616344,-150464562504.391,0,73476730900000000000000
268,0,494414.49995612353,2553854.156081791,0,1989000000000000000000000000000
268,1,-13057971463.879559,-150380083975.11404,0,5972000000000000000000000
268,2,-13292254846.9381,-150756591145.02167,0,73476730900000000000000
269,0,486684.30197516957,2562286.097529286,0,1989000000000000000000000000000
269,1,-10515504169.367285,-150579737951.42825,0,5972000000000000000000000
269,2,-10682597354.811146,-150992675050.70013,0,73476730900000000000000
270,0,478944.89394825033,2570586.1778718955,0,1989000000000000000000000000000
270,1,-7970076183.69707,-150736176825.30054,0,5972000000000000000000000
270,2,-8064263186.111782,-151171718505.84134,0,73476730900000000000000
271,0,471198.5056110568,2578754.261127992,0,1989000000000000000000000000000
271,1,-5422390684.485493,-150849364946.05313,0,5972000000000000000000000
271,2,-5440458356.6792965,-151292938111.29556,0,73476730900000000000000
272,0,463447.36863208824,2586790.2483654283,0,1989000000000000000000000000000
272,1,-2873150308.095882,-150919275146.8859,0,5972000000000000000000000
272,2,-2814485194.75005,-151355863841.9151,0,73476730900000000000000
273,0,455693.7160200742,2594694.0777276494,0,1989000000000000000000000000000
273,1,-323056858.3470206,-150945888515.0865,0,5972000000000000000000000
273,2,-189749975.40270805,-151360358430.17453,0,73476730900000000000000
274,0,447939.78153107775,2602465.724450781,0,1989000000000000000000000000000
274,1,2227188935.883505,-150929193924.7639,0,5972000000000000000000000
274,2,2430233427.658578,-151306655806.9372,0,73476730900000000000000
275,0,440187.79907534533,2610105.200871676,0,1989000000000000000000000000000
275,1,4776887550.735146,-150869187305.0003,0,5972000000000000000000000
275,2,5041849026.329229,-151195420802.01602,0,73476730900000000000000
276,0,432440.0021239613,2617612.5564269223,0,1989000000000000000000000000000
276,1,7325340583.965479,-150765870603.58194,0,5972000000000000000000000
276,2,7641401558.290248,-151027833342.61438,0,73476730900000000000000
277,0,424698.6231153569,2624987.877642836,0,1989000000000000000000000000000
277,1,9871850288.987415,-150619250411.8025,0,5972000000000000000000000
277,2,10225170424.946333,-150805699954.9003,0,73476730900000000000000
278,0,416965.89286171406,2632231.2881165007,0,1989000000000000000000000000000
278,1,12415718453.110533,-150429336266.3504,0,5972000000000000000000000
278,2,12789516933.622503,-150531591268.98343,0,73476730900000000000000
279,0,409244.0399552978,2639342.9484879663,0,1989000000000000000000000000000
279,1,14956244215.890892,-150196138791.36014,0,5972000000000000000000000
279,2,15331077686.942837,-150208992275.60437,0,73476730900000000000000
280,0,401535.29017475795,2646323.0564037804,0,1989000000000000000000000000000
280,1,17492720326.853016,-149919668165.82538,0,5972000000000000000000000
280,2,17847084816.866516,-149842425903.71494,0,73476730900000000000000
281,0,393841.86589147156,2653171.846472116,0,1989000000000000000000000000000
281,1,20024427459.040485,-149599933964.87003,0,5972000000000000000000000
281,2,20335844234.891464,-149437464706.8556,0,73476730900000000000000
282,0,386165.9854760701,2659889.5902098026,0,1989000000000000000000000000000
282,1,22550626880.530197,-149236948121.1387,0,5972000000000000000000000
282,2,22797347337.733387,-149000488735.04904,0,73476730900000000000000
283,0,378509.8627054255,2666476.595981535,0,1989000000000000000000000000000
283,1,25070553404.277725,-148830732976.53958,0,5972000000000000000000000
283,2,25233860078.555645,-148538029464.28427,0,73476730900000000000000
284,0,370875.7061705218,2672933.208931345,0,1989000000000000000000000000000
284,1,27583412697.557796,-148381334891.42233,0,5972000000000000000000000
284,2,27650157677.539665,-148055661822.37918,0,73476730900000000000000
285,0,363265.71868572256,2679259.8109060093,0,1989000000000000000000000000000
285,1,30088387554.823895,-147888839920.7953,0,5972000000000000000000000
285,2,30053030770.966682,-147556727992.9728,0,73476730900000000000000
286,0,355682.09669982694,2685456.820369648,0,1989000000000000000000000000000
286,1,32584653829.220192,-147353384123.18057,0,5972000000000000000000000
286,2,32450006481.431652,-147041497226.50314,0,73476730900000000000000
287,0,348127.02970896335,2691524.6923086583,0,1989000000000000000000000000000
287,1,35071399881.43605,-146775152363.02542,0,5972000000000000000000000
287,2,34847783557.74744,-146507260603.66785,0,73476730900000000000000
288,0,340602.69967100763,2697463.918126501,0,1989000000000000000000000000000
288,1,37547840607.64391,-146154366683.45145,0,5972000000000000000000000
288,2,37251108071.74783,-145949273220.3958,0,73476730900000000000000
289,0,333111.28042110096,2703275.0255284896,0,1989000000000000000000000000000
289,1,40013221692.23305,-145491271322.19495,0,5972000000000000000000000
289,2,39662443588.82758,-145361968935.02234,0,73476730900000000000000
290,0,325654.93708801223,2708958.578397149,0,1989000000000000000000000000000
290,1,42466816186.37865,-144786120876.8136,0,5972000000000000000000000
290,2,42082265052.00565,-144739918895.91452,0,73476730900000000000000
291,0,318235.82551135734,2714515.1766587505,0,1989000000000000000000000000000
291,1,44907918004.88958,-144039173830.47357,0,5972000000000000000000000
291,2,44509603117.19609,-144078354135.90417,0,73476730900000000000000
292,0,310856.0916598758,2719945.456141412,0,1989000000000000000000000000000
292,1,47335835722.165436,-143250690428.638,0,5972000000000000000000000
292,2,46942564149.01812,-143373334308.50885,0,73476730900000000000000
293,0,303517.8710510348,2725250.088424949,0,1989000000000000000000000000000
293,1,49749888023.804276,-142420933022.16638,0,5972000000000000000000000
293,2,49378715613.64084,-142621715737.1372,0,73476730900000000000000
294,0,296223.2881722238,2730429.780682484,0,1989000000000000000000000000000
294,1,52149400890.159744,-141550167398.2873,0,5972000000000000000000000
294,2,51815330660.162796,-141821038949.4306,0,73476730900000000000000
295,0,288974.45590376883,2735485.2755137533,0,1989000000000000000000000000000
295,1,54533706114.18094,-140638664258.6756,0,5972000000000000000000000
295,2,54249524205.67821,-140969404030.5974,0,73476730900000000000000
296,0,281773.4749439578,2740417.350770022,0,1989000000000000000000000000000
296,1,56902140709.74087,-139686700464.52567,0,5972000000000000000000000
296,2,56678316589.25708,-140065364687.57602,0,73476730900000000000000
297,0,274622.4332362446,2745226.819370525,0,1989000000000000000000000000000
297,1,59254046862.17829,-138694559918.66605,0,5972000000000000000000000
297,2,59098653097.2507,-139107851584.09726,0,73476730900000000000000
298,0,267523.4053987824,2749914.529110354,0,1989000000000000000000000000000
298,1,61588772179.6162,-137662534065.6657,0,5972000000000000000000000
298,2,61507398979.18154,-138096126492.85486,0,73476730900000000000000
299,0,260478.45215643072,2754481.362459722,0,1989000000000000000000000000000
299,1,63905670082.02293,-136590922028.97269,0,5972000000000000000000000
299,2,63901323201.31301,-137029765715.39165,0,73476730900000000000000
300,0,253489.61977537704,2758928.236354547,0,1989000000000000000000000000000
300,1,66204100211.28895,-135480030410.41011,0,5972000000000000000000000
300,2,66277080421.33217,-135908670709.67294,0,73476730900000000000000
301,0,246558.93950051477,2763256.1019782927,0,1989000000000000000000000000000
301,1,68483428765.936195,-134330172773.5209,0,5972000000000000000000000
301,2,68631199014.10279,-134733104176.96373,0,73476730900000000000000
302,0,239688.426995718,2767465.944535001,0,1989000000000000000000000000000
302,1,70743028664.88904,-133141668829.4959,0,5972000000000000000000000
302,2,70960082912.42476,-133503750083.57114,0,73476730900000000000000
303,0,232880.08178714983,2771558.7830134523,0,1989000000000000000000000000000
303,1,72982279430.47307,-131914843349.78741,0,5972000000000000000000000
303,2,73260036186.12558,-132221795656.65068,0,73476730900000000000000
304,0,226135.88670973037,2775535.6699423757,0,1989000000000000000000000000000
304,1,75200566654.48764,-130650024850.14272,0,5972000000000000000000000
304,2,75527321422.30508,-130889031716.21304,0,73476730900000000000000
305,0,219457.80735687094,2779397.6911366433,0,1989000000000000000000000000000
305,1,77397280876.79974,-129347544137.20149,0,5972000000000000000000000
305,2,77758265765.93137,-129507963933.44707,0,73476730900000000000000
306,0,212847.79153354838,2783145.9654343873,0,1989000000000000000000000000000
306,1,79571815673.72949,-128007732897.25804,0,5972000000000000000000000
306,2,79949431096.12605,-128081920416.35698,0,73476730900000000000000
307,0,206307.76871274837,2786781.644425023,0,1989000000000000000000000000000
307,1,81723564750.74094,-126630922658.18849,0,5972000000000000000000000
307,2,82097865038.75436,-126615128719.2596,0,73476730900000000000000
308,0,199839.64949525095,2790305.9121682174,0,1989000000000000000000000000000
308,1,83851917921.1512,-125217444682.64565,0,5972000000000000000000000
308,2,84201442430.1136,-125112716916.17834,0,73476730900000000000000
309,0,193445.32507268054,2793719.984903948,0,1989000000000000000000000000000
309,1,85956256136.07161,-123767631618.31741,0,5972000000000000000000000
309,2,86259283805.68625,-123580571623.4186,0,73476730900000000000000
310,0,187126.66669371902,2797025.1107539185,0,1989000000000000000000000000000
310,1,88035946332.4989,-122281821878.56677,0,5972000000000000000000000
310,2,88272188583.55281,-122024973869.82698,0,73476730900000000000000
311,0,180885.52513342837,2800222.5694147237,0,1989000000000000000000000000000
311,1,90090337774.32109,-120760367396.78835,0,5972000000000000000000000
311,2,90242946823.36928,-120451960536.57289,0,73476730900000000000000
312,0,174723.73016578058,2803313.6718431814,0,1989000000000000000000000000000
312,1,92118762334.25374,-119203644162.20842,0,5972000000000000000000000
312,2,92176330589.81686,-118866459516.44249,0,73476730900000000000000
313,0,168643.09003974206,2806299.7599341455,0,1989000000000000000000000000000
313,1,94120540798.30977,-117612062884.46672,0,5972000000000000000000000
313,2,94078595723.77087,-117271414202.43535,0,73476730900000000000000
314,0,162645.39095950912,2809182.2061907905,0,1989000000000000000000000000000
314,1,96094994943.91043,-115986075564.52956,0,5972000000000000000000000
314,2,95956514234.3801,-115667240495.52037,0,73476730900000000000000
315,0,156732.39656957728,2811962.413386992,0,1989000000000000000000000000000
315,1,98041461785.70949,-114326174657.82913,0,5972000000000000000000000
315,2,97816230374.12631,-114051885683.21518,0,73476730900000000000000
316,0,150905.8474451526,2814641.814221194,0,1989000000000000000000000000000
316,1,99959304809.07593,-112632885103.11569,0,5972000000000000000000000
316,2,99662361404.65508,-112421466944.27711,0,73476730900000000000000
317,0,145167.46058806486,2817221.870961234,0,1989000000000000000000000000000
317,1,101847918901.04794,-110906752990.10567,0,5972000000000000000000000
317,2,101497610467.03175,-110771182798.65573,0,73476730900000000000000
318,0,139518.92892803642,2819704.0750799035,0,1989000000000000000000000000000
318,1,103706729271.08406,-109148335258.33994,0,5972000000000000000000000
318,2,103322867800.8598,-109096140492.52805,0,73476730900000000000000
319,0,133961.9208290449,2822089.946881341,0,1989000000000000000000000000000
319,1,105535186947.66605,-107358192861.99883,0,5972000000000000000000000
319,2,105137590131.49767,-107391901431.13324,0,73476730900000000000000
320,0,128498.07960057656,2824381.035118546,0,1989000000000000000000000000000
320,1,107332763516.53983,-105536887545.558,0,5972000000000000000000000
320,2,106940241562.59534,-105654732891.34624,0,73476730900000000000000
321,0,123129.02301370294,2826578.916602333,0,1989000000000000000000000000000
321,1,109098946685.50745,-103684981175.87117,0,5972000000000000000000000
321,2,108728667158.11969,-103881651722.74724,0,73476730900000000000000
322,0,117856.3428220385,2828685.1958019948,0,1989000000000000000000000000000
322,1,110833237196.69548,-101803036430.1984,0,5972000000000000000000000
322,2,110500356872.82454,-102070357616.4839,0,73476730900000000000000
323,0,112681.60428771982,2830701.5044378657,0,1989000000000000000000000000000
323,1,112535147002.1325,-99891617964.81056,0,5972000000000000000000000
323,2,112252606668.27617,-100219127094.90105,0,73476730900000000000000
324,0,107606.3457125883,2832629.5010659145,0,1989000000000000000000000000000
324,1,114204198405.64691,-97951293559.96762,0,5972000000000000000000000
324,2,113982600947.98358,-98326709205.62984,0,73476730900000000000000
325,0,102632.07797477269,2834470.8706544465,0,1989000000000000000000000000000
325,1,115839923865.70978,-95982634997.74133,0,5972000000000000000000000
325,2,115687441126.43782,-96392242715.83218,0,73476730900000000000000
326,0,97760.28407086985,2836227.3241529767,0,1989000000000000000000000000000
326,1,117441866213.30516,-93986218571.90047,0,5972000000000000000000000
326,2,117364140314.24962,-94415202999.525,0,73476730900000000000000
327,0,92992.41866392015,2837900.5980533217,0,1989000000000000000000000000000
327,1,119009579098.89731,-91962625191.30487,0,5972000000000000000000000
327,2,119009599226.0136,-92395381752.84279,0,73476730900000000000000
328,0,88329.90763737477,2839492.4539429597,0,1989000000000000000000000000000
328,1,120542627518.24721,-89912440057.306,0,5972000000000000000000000
328,2,120620575517.3001,-90332901123.60635,0,73476730900000000000000
329,0,83774.14765525809,2841004.678050698,0,1989000000000000000000000000000
329,1,122040588272.29301,-87836251899.28629,0,5972000000000000000000000
329,2,122193658313.07477,-88228263546.06639,0,73476730900000000000000
330,0,79326.5057287411,2842439.0807846934,0,1989000000000000000000000000000
330,1,123503050192.9607,-85734651762.10796,0,5972000000000000000000000
330,2,123725261587.15117,-86082437788.2491,0,73476730900000000000000
331,0,74988.3187893607,2843797.496262855,0,1989000000000000000000000000000
331,1,124929613921.18544,-83608231375.11969,0,5972000000000000000000000
331,2,125211653756.91312,-83896978802.96744,0,73476730900000000000000
332,0,70760.8932691412,2845081.7818356366,0,1989000000000000000000000000000
332,1,126319890971.56255,-81457581215.95619,0,5972000000000000000000000
332,2,126649045072.10721,-81674172179.36871,0,73476730900000000000000
333,0,66645.50468789149,2846293.817601207,0,1989000000000000000000000000000
333,1,127673501793.32558,-79283288532.25359,0,5972000000000000000000000
333,2,128033756385.34366,-79417181808.56505,0,73476730900000000000000
334,0,62643.397247949746,2847435.5059129414,0,1989000000000000000000000000000
334,1,128990072597.33847,-77085935801.21753,0,5972000000000000000000000
334,2,129362488016.20572,-77130161753.83073,0,73476730900000000000000
335,0,58755.7834366112,2848508.770879141,0,1989000000000000000000000000000
335,1,130269230938.77843,-74866100345.45473,0,5972000000000000000000000
335,2,130632689541.63744,-74818273932.4171,0,73476730900000000000000
336,0,54983.84363638397,2849515.557854891,0,1989000000000000000000000000000
336,1,131510600480.58273,-72624355962.53697,0,5972000000000000000000000
336,2,131842995959.83768,-72487541913.41418,0,73476730900000000000000
337,0,51328.725743072886,2850457.8329259874,0,1989000000000000000000000000000
337,1,132713795970.88359,-70361277271.9576,0,5972000000000000000000000
337,2,132993646249.84758,-70144483638.34262,0,73476730900000000000000
338,0,47791.54479151985,2851337.5823849863,0,1989000000000000000000000000000
338,1,133878420022.56207,-68077446859.7319,0,5972000000000000000000000
338,2,134086755252.26599,-67795516543.09016,0,73476730900000000000000
339,0,44373.3825887026,2852156.8121995847,0,1989000000000000000000000000000
339,1,135004063384.17429,-65773464235.07937,0,5972000000000000000000000
339,2,135126301581.01207,-65446215190.991905,0,73476730900000000000000
340,0,41075.2873539011,2852917.5474737305,0,1989000000000000000000000000000
340,1,136090309678.25807,-63449954505.85929,0,5972000000000000000000000
340,2,136117752246.54233,-63100591568.07731,0,73476730900000000000000
341,0,37898.273365832465,2853621.831901961,0,1989000000000000000000000000000
341,1,137136744105.50972,-61107574217.24332,0,5972000000000000000000000
341,2,137067364754.70648,-60760605759.77461,0,73476730900000000000000
342,0,34843.32061698287,2854271.7272174195,0,1989000000000000000000000000000
342,1,138142964031.97253,-58747012494.15094,0,5972000000000000000000000
342,2,137981335964.4129,-58426058154.62249,0,73476730900000000000000
343,0,31911.374475682853,2854869.312633818,0,1989000000000000000000000000000
343,1,139108588627.82187,-56368987288.28064,0,5972000000000000000000000
343,2,138865027819.4837,-56094879370.002686,0,73476730900000000000000
344,0,29103.345356628455,2855416.6842813706,0,1989000000000000000000000000000
344,1,140033265287.7947,-53974238246.79567,0,5972000000000000000000000
344,2,139722454431.55118,-53763694597.85071,0,73476730900000000000000
345,0,26420.108400486504,2855915.9546365337,0,1989000000000000000000000000000
345,1,140916672026.0686,-51563518550.14835,0,5972000000000000000000000
345,2,140556096103.47137,-51428471568.56901,0,73476730900000000000000
346,0,23862.503163006764,2856369.2519453447,0,1989000000000000000000000000000
346,1,141758516480.52252,-49137587759.04846,0,5972000000000000000000000
346,2,141366988676.10806,-49085086320.89488,0,73476730900000000000000
347,0,21431.333313820494,2856778.7196401935,0,1989000000000000000000000000000
347,1,142558532906.99045,-46697206744.54449,0,5972000000000000000000000
347,2,142154975981.14856,-46729719484.0779,0,73476730900000000000000
348,0,19127.366344929793,2857146.5157499965,0,1989000000000000000000000000000
348,1,143316478531.2278,-44243134817.75296,0,5972000000000000000000000
348,2,142919014235.03387,-44359073599.584435,0,73476730900000000000000
349,0,16951.333288814054,2857474.8123038374,0,1989000000000000000000000000000
349,1,144032130195.38672,-41776128603.251175,0,5972000000000000000000000
349,2,143657452235.64578,-41970448545.5322,0,73476730900000000000000
350,0,14903.928446078718,2857765.7947282274,0,1989000000000000000000000000000
350,1,144705281749.3606,-39296942029.643196,0,5972000000000000000000000
350,2,144368250759.59833,-39561725987.44544,0,73476730900000000000000
351,0,12985.809122610906,2858021.6612381805,0,1989000000000000000000000000000
351,1,145335742285.7762,-36806326883.94055,0,5972000000000000000000000
351,2,145049133132.70605,-37131307836.12329,0,73476730900000000000000
352,0,11197.595376256297,2858244.6222223067,0,1989000000000000000000000000000
352,1,145923335131.16168,-34305033533.072952,0,5972000000000000000000000
352,2,145697674082.658,-34678040959.71777,0,73476730900000000000000
353,0,9539.869773074844,2858436.899622131,0,1989000000000000000000000000000
353,1,146467897439.81573,-31793811561.619743,0,5972000000000000000000000
353,2,146311339346.39117,-32201148548.83681,0,73476730900000000000000
354,0,8013.177153263442,2858600.7263058345,0,1989000000000000000000000000000
354,1,146969280234.3383,-29273410174.978096,0,5972000000000000000000000
354,2,146887488712.28726,-29700180395.363346,0,73476730900000000000000
